client_id,segment,avg_monthly_balance,txn_frequency_monthly
CLTIND02706,dormant,3757.75,5
CLTIND02707,dormant,6204.03,11
CLTIND02708,dormant,4457.53,10
CLTIND02709,dormant,3668.01,2
CLTIND02712,dormant,5382.78,24
CLTIND02713,dormant,20473.27,20
CLTIND02714,dormant,4940.85,9
CLTIND02716,dormant,13150.16,11
CLTIND02717,dormant,5748.15,17
CLTIND02718,dormant,12379.16,2
CLTIND02719,dormant,889.91,16
CLTIND02720,dormant,1550.75,8
CLTIND02722,dormant,7001.43,20
CLTIND02723,dormant,8134.26,20
CLTIND02724,dormant,10195.41,14
CLTIND02725,dormant,23698.67,16
CLTIND02726,dormant,21519.75,17
CLTIND02727,dormant,3547.19,17
CLTIND02729,dormant,3830.37,13
CLTIND02730,dormant,10952.14,9
CLTIND02731,dormant,418.28,12
CLTIND02734,dormant,1608.97,9
CLTIND02736,dormant,12298.72,8
CLTIND02737,dormant,258.2,9
CLTIND02740,dormant,502.01,11
CLTIND02742,dormant,3239.81,6
CLTIND02743,dormant,9082.31,12
CLTIND02744,dormant,2178.07,11
CLTIND02745,dormant,6098.14,6
CLTIND02746,dormant,7590.45,11
CLTIND02747,dormant,12698.66,24
CLTIND02748,dormant,5932.02,22
CLTIND02749,dormant,4370.55,13
CLTIND02750,dormant,5113.14,18
CLTIND02752,dormant,17373.35,8
CLTIND02753,dormant,1494.94,16
CLTIND02754,dormant,996.78,7
CLTIND02755,dormant,6956.0,13
CLTIND02756,dormant,22410.11,11
CLTIND02757,dormant,1269.37,6
CLTIND02758,dormant,311.33,10
CLTIND02759,dormant,634.07,2
CLTIND02760,dormant,5180.28,6
CLTIND02761,dormant,4206.16,18
CLTIND02762,dormant,984.21,14
CLTIND02763,dormant,887.25,6
CLTIND02764,dormant,1990.49,11
CLTIND02765,dormant,2398.85,13
CLTIND02766,dormant,11515.48,17
CLTIND02767,dormant,302.36,2
CLTIND02769,dormant,1329.06,10
CLTIND02771,dormant,8041.07,9
CLTIND02773,dormant,3287.69,18
CLTIND02774,dormant,15924.01,13
CLTIND02775,dormant,4256.2,7
CLTIND02777,dormant,563.56,15
CLTIND02778,dormant,513.92,12
CLTIND02779,dormant,567.02,6
CLTIND02780,dormant,25882.47,17
CLTIND02781,dormant,5688.61,3
CLTIND02782,dormant,549.7,8
CLTIND02784,dormant,5634.78,13
CLTIND02785,dormant,7577.86,5
CLTIND02786,dormant,1870.95,14
CLTIND02787,dormant,2691.99,2
CLTIND02788,dormant,13722.97,5
CLTIND02790,dormant,6209.5,16
CLTIND02791,dormant,318.05,13
CLTIND02792,dormant,4750.46,10
CLTIND02794,dormant,11706.17,17
CLTIND02795,dormant,750.82,2
CLTIND02796,dormant,511.78,13
CLTIND02797,dormant,3148.34,3
CLTIND02798,dormant,1680.01,6
CLTIND02799,dormant,33224.49,22
CLTIND02800,dormant,2474.87,12
CLTIND02801,dormant,1609.75,10
CLTIND02802,dormant,4673.71,14
CLTIND02803,dormant,332.28,11
CLTIND02804,dormant,2304.1,7
CLTIND02807,dormant,3969.14,11
CLTIND02808,dormant,940.64,12
CLTIND02810,dormant,3997.08,9
CLTIND02812,dormant,2259.06,9
CLTIND02813,dormant,12787.03,14
CLTIND02814,dormant,9776.5,27
CLTIND02815,dormant,789.5,13
CLTIND02816,dormant,2781.05,10
CLTIND02817,dormant,1761.38,13
CLTIND02818,dormant,72644.32,21
CLTIND02819,dormant,739.9,12
CLTIND02820,dormant,5998.59,14
CLTIND02821,dormant,5701.02,17
CLTIND02822,dormant,2517.37,9
CLTIND02823,dormant,2010.38,8
CLTIND02824,dormant,6804.84,8
CLTIND02825,dormant,19414.77,22
CLTIND02826,dormant,1991.95,14
CLTIND02827,dormant,1538.77,11
CLTIND02828,dormant,778.03,13
CLTIND02829,dormant,2731.31,5
CLTIND02831,dormant,2905.01,12
CLTIND02832,dormant,644.25,3
CLTIND02834,dormant,15578.74,13
CLTIND02835,dormant,9107.36,9
CLTIND02836,dormant,1806.12,8
CLTIND02837,dormant,3568.07,2
CLTIND02838,dormant,13602.86,4
CLTIND02840,dormant,5759.32,18
CLTIND02841,dormant,14875.86,11
CLTIND02842,dormant,4464.94,14
CLTIND02843,dormant,499.26,8
CLTIND02844,dormant,10359.87,6
CLTIND02846,dormant,1900.15,5
CLTIND02848,dormant,1711.38,8
CLTIND02849,dormant,727.21,9
CLTIND02850,dormant,456.22,13
CLTIND02851,dormant,799.25,3
CLTIND02852,dormant,5129.77,16
CLTIND02853,dormant,7736.1,20
CLTIND02854,dormant,5136.05,19
CLTIND02855,dormant,31178.14,20
CLTIND02856,dormant,846.53,12
CLTIND02857,dormant,20935.26,15
CLTIND02858,dormant,2430.03,4
CLTIND02859,dormant,4306.85,14
CLTIND02861,dormant,3816.58,8
CLTIND02862,dormant,3637.7,19
CLTIND02863,dormant,3349.49,7
CLTIND02864,dormant,1924.47,9
CLTIND02866,dormant,2986.83,7
CLTIND02867,dormant,1863.17,12
CLTIND02868,dormant,7260.95,7
CLTIND02869,dormant,1599.39,16
CLTIND02870,dormant,703.2,22
CLTIND02871,dormant,984.48,9
CLTIND02872,dormant,3597.86,17
CLTIND02873,dormant,1551.12,10
CLTIND02875,dormant,6230.48,13
CLTIND02876,dormant,8936.93,11
CLTIND02877,dormant,2537.4,8
CLTIND02879,dormant,4006.55,15
CLTIND02880,dormant,3277.64,15
CLTIND02881,dormant,1384.1,5
CLTIND02882,dormant,1814.55,18
CLTIND02884,dormant,943.64,16
CLTIND02885,dormant,2865.1,14
CLTIND02886,dormant,225.38,11
CLTIND02887,dormant,953.22,12
CLTIND02888,dormant,1198.0,17
CLTIND02889,dormant,28645.64,8
CLTIND02890,dormant,1193.83,3
CLTIND02891,dormant,1266.62,11
CLTIND02894,dormant,1241.07,4
CLTIND02896,dormant,3657.31,12
CLTIND02899,dormant,5935.57,17
CLTIND02900,dormant,3432.91,7
CLTIND02901,dormant,2757.54,5
CLTIND02902,dormant,4007.74,16
CLTIND02903,dormant,710.92,8
CLTIND02904,dormant,528.5,24
CLTIND02905,dormant,2925.74,16
CLTIND02906,dormant,919.7,6
CLTIND02907,dormant,19091.61,14
CLTIND02908,dormant,1418.01,1
CLTIND02910,dormant,16497.74,15
CLTIND02911,dormant,13698.11,21
CLTIND02912,dormant,2158.31,16
CLTIND02913,dormant,3695.84,0
CLTIND02914,dormant,510.13,16
CLTIND02915,dormant,213.59,8
CLTIND02916,dormant,2540.95,6
CLTIND02917,dormant,10523.84,6
CLTIND02918,dormant,4645.77,15
CLTIND02919,dormant,5758.78,16
CLTIND02920,dormant,14025.48,8
CLTIND02921,dormant,2872.86,28
CLTIND02923,dormant,4155.86,16
CLTIND02924,dormant,930.12,2
CLTIND02926,dormant,15893.27,14
CLTIND02927,dormant,14835.67,7
CLTIND02928,dormant,7877.72,15
CLTIND02929,dormant,3594.9,12
CLTIND02931,dormant,1087.62,4
CLTIND02932,dormant,2403.17,4
CLTIND02933,dormant,5196.3,10
CLTIND02934,dormant,1420.09,11
CLTIND02935,dormant,3840.32,16
CLTIND02937,dormant,2886.86,6
CLTIND02938,dormant,4439.33,3
CLTIND02939,dormant,12745.59,7
CLTIND02940,dormant,1969.35,10
CLTIND02942,dormant,476.9,19
CLTIND02947,dormant,945.46,11
CLTIND02949,dormant,4845.44,6
CLTIND02950,dormant,8180.37,17
CLTIND02951,dormant,3083.32,13
CLTIND02952,dormant,3260.94,6
CLTIND02953,dormant,441.72,8
CLTIND02954,dormant,8877.95,9
CLTIND02955,dormant,48363.11,17
CLTIND02956,dormant,2388.67,15
CLTIND02957,dormant,4636.38,5
CLTIND02959,dormant,6778.45,12
CLTIND02960,dormant,6498.94,5
CLTIND02961,dormant,9385.21,9
CLTIND02962,dormant,2546.22,12
CLTIND02963,dormant,2703.53,12
CLTIND02964,dormant,20135.06,28
CLTIND02965,dormant,809.91,2
CLTIND02966,dormant,2805.96,13
CLTIND02967,dormant,36766.29,11
CLTIND02968,dormant,208.5,18
CLTIND02969,dormant,28713.34,11
CLTIND02971,dormant,16730.07,9
CLTIND02972,dormant,3292.13,13
CLTIND02973,dormant,1249.52,12
CLTIND02974,dormant,3130.32,7
CLTIND02975,dormant,869.67,5
CLTIND02976,dormant,3723.7,9
CLTIND02977,dormant,4127.72,5
CLTIND02978,dormant,5690.12,15
CLTIND02979,dormant,1260.68,20
CLTIND02980,dormant,6783.9,17
CLTIND02983,dormant,1427.22,8
CLTIND02984,dormant,221.35,5
CLTIND02985,dormant,20212.15,12
CLTIND02986,dormant,4228.99,5
CLTIND02987,dormant,471.41,13
CLTIND02989,dormant,2303.26,9
CLTIND02990,dormant,2032.73,15
CLTIND02991,dormant,2254.68,16
CLTIND02992,dormant,2865.93,11
CLTIND02993,dormant,13288.67,22
CLTIND02995,dormant,1185.31,15
CLTIND02996,dormant,1150.05,4
CLTIND02997,dormant,5291.54,5
CLTIND02999,dormant,11268.28,18
CLTIND03000,dormant,2190.15,7
CLTIND03001,dormant,4046.56,4
CLTIND03002,dormant,429.02,3
CLTIND03005,dormant,1781.4,11
CLTIND03006,dormant,7792.46,3
CLTIND03007,dormant,2567.75,11
CLTIND03008,dormant,5597.98,6
CLTIND03009,dormant,4249.72,10
CLTIND03010,dormant,29134.41,11
CLTIND03011,dormant,229.16,8
CLTIND03012,dormant,2303.69,15
CLTIND03013,dormant,1030.87,12
CLTIND03014,dormant,1779.98,11
CLTIND03017,dormant,54991.75,9
CLTIND03018,dormant,27264.4,13
CLTIND03019,dormant,9008.26,19
CLTIND03020,dormant,7306.52,9
CLTIND03021,dormant,121.84,18
CLTIND03022,dormant,3324.26,20
CLTIND03024,dormant,1347.89,10
CLTIND03027,dormant,878.37,6
CLTIND03028,dormant,953.9,4
CLTIND03029,dormant,7224.7,18
CLTIND03030,dormant,4470.07,11
CLTIND03031,dormant,357.8,10
CLTIND03032,dormant,708.88,9
CLTIND03033,dormant,1304.78,7
CLTIND03034,dormant,3154.85,11
CLTIND03035,dormant,12155.05,24
CLTIND03036,dormant,2783.89,7
CLTIND03038,dormant,3352.79,15
CLTIND03039,dormant,2832.85,16
CLTIND03040,dormant,1010.1,17
CLTIND03041,dormant,27016.39,11
CLTIND03042,dormant,233.56,7
CLTIND03043,dormant,3106.97,22
CLTIND03045,dormant,20437.09,13
CLTIND03046,dormant,712.76,7
CLTIND03047,dormant,6282.06,12
CLTIND03049,dormant,2091.08,7
CLTIND03051,dormant,8307.46,4
CLTIND03053,dormant,2122.98,9
CLTIND03054,dormant,964.97,9
CLTIND03055,dormant,2049.47,13
CLTIND03057,dormant,427.76,11
CLTIND03058,dormant,8300.03,20
CLTIND03060,dormant,5764.32,16
CLTIND03061,dormant,3142.19,4
CLTIND03062,dormant,17853.12,15
CLTIND03065,dormant,800.36,8
CLTIND03066,dormant,19761.34,2
CLTIND03067,dormant,9271.64,11
CLTIND03068,dormant,920.67,13
CLTIND03070,dormant,4061.73,10
CLTIND03071,dormant,1412.32,9
CLTIND03073,dormant,1770.6,7
CLTIND03077,dormant,4203.84,22
CLTIND03078,dormant,1335.42,14
CLTIND03079,dormant,2762.99,16
CLTIND03080,dormant,4488.22,13
CLTIND03081,dormant,20775.25,24
CLTIND03082,dormant,2834.23,13
CLTIND03083,dormant,1048.26,13
CLTIND03084,dormant,2606.58,6
CLTIND03086,dormant,12625.91,9
CLTIND03087,dormant,5752.54,4
CLTIND03088,dormant,6412.08,8
CLTIND03089,dormant,4376.86,6
CLTIND03090,dormant,2418.02,16
CLTIND03091,dormant,9513.66,34
CLTIND03092,dormant,1842.93,2
CLTIND03093,dormant,430.85,2
CLTIND03094,dormant,11157.53,24
CLTIND03095,dormant,1408.5,11
CLTIND03096,dormant,836.45,12
CLTIND03097,dormant,2250.82,11
CLTIND03099,dormant,7714.78,17
CLTIND03100,dormant,1953.51,18
CLTIND03102,dormant,19057.59,4
CLTIND03104,dormant,3581.62,14
CLTIND03105,dormant,4464.73,17
CLTIND03106,dormant,1501.45,8
CLTIND03107,dormant,5631.54,6
CLTIND03108,dormant,4894.58,7
CLTIND03109,dormant,353.58,16
CLTIND03110,dormant,8722.06,17
CLTIND03111,dormant,6410.92,8
CLTIND03112,dormant,8855.25,8
CLTIND03113,dormant,1786.72,9
CLTIND03114,dormant,3096.05,5
CLTIND03117,dormant,6220.65,18
CLTIND03119,dormant,6033.93,5
CLTIND03120,dormant,4719.08,14
CLTIND03121,dormant,3495.73,4
CLTIND03122,dormant,3948.71,9
CLTIND03123,dormant,11059.47,10
CLTIND03124,dormant,7672.15,3
CLTIND03125,dormant,4087.58,9
CLTIND03126,dormant,1025.26,7
CLTIND03127,dormant,2507.09,12
CLTIND03128,dormant,2058.99,13
CLTIND03129,dormant,5762.04,11
CLTIND03130,dormant,3068.69,6
CLTIND03132,dormant,10624.1,13
CLTIND03133,dormant,7757.94,15
CLTIND03134,dormant,8422.42,15
CLTIND03135,dormant,624.18,15
CLTIND03136,dormant,4650.35,13
CLTIND03137,dormant,6972.47,10
CLTIND03138,dormant,1438.21,11
CLTIND03139,dormant,536.0,13
CLTIND03140,dormant,4599.57,17
CLTIND03141,dormant,4448.15,9
CLTIND03142,dormant,769.68,11
CLTIND03143,dormant,6652.9,8
CLTIND03145,dormant,5133.55,18
CLTIND03146,dormant,520.71,8
CLTIND03147,dormant,202.34,9
CLTIND03149,dormant,30982.08,17
CLTIND03151,dormant,1464.29,14
CLTIND03152,dormant,4497.0,13
CLTIND03153,dormant,1036.3,14
CLTIND03154,dormant,1925.85,14
CLTIND03155,dormant,5731.4,15
CLTIND03156,dormant,1566.49,15
CLTIND03157,dormant,11291.18,18
CLTIND03158,dormant,1529.64,16
CLTIND03159,dormant,2430.35,9
CLTIND03160,dormant,54389.95,13
CLTIND03161,dormant,1114.53,24
CLTIND03163,dormant,4187.22,11
CLTIND03165,dormant,2798.62,14
CLTIND03169,dormant,1611.02,4
CLTIND03170,dormant,35985.75,12
CLTIND03172,dormant,1789.98,6
CLTIND03174,dormant,2424.71,7
CLTIND03175,dormant,2335.03,14
CLTIND03176,dormant,3985.35,8
CLTIND03177,dormant,5582.44,5
CLTIND03178,dormant,986.53,5
CLTIND03180,dormant,655.33,10
CLTIND03181,dormant,3750.19,5
CLTIND03182,dormant,512.12,15
CLTIND03184,dormant,5446.34,10
CLTIND03185,dormant,22371.84,16
CLTIND03186,dormant,13517.65,12
CLTIND03187,dormant,2056.19,5
CLTIND03188,dormant,2789.05,13
CLTIND03189,dormant,243.66,7
CLTIND03190,dormant,7141.2,12
CLTIND03191,dormant,57011.37,5
CLTIND03194,dormant,22899.29,10
CLTIND03195,dormant,653.8,19
CLTIND03196,dormant,2849.83,8
CLTIND03197,dormant,9241.17,7
CLTIND03199,dormant,19990.81,15
CLTIND03200,dormant,3534.12,6
CLTIND03202,dormant,1981.15,12
CLTIND03204,dormant,1979.68,7
CLTIND03205,dormant,1281.59,15
CLTIND03206,dormant,4424.37,14
CLTIND03207,dormant,1910.21,14
CLTIND03208,dormant,2577.1,14
CLTIND03209,dormant,16792.11,10
CLTIND03210,dormant,9520.75,12
CLTIND03211,dormant,7269.8,8
CLTIND03212,dormant,12351.66,22
CLTIND03213,dormant,4567.23,3
CLTIND03214,dormant,2146.37,6
CLTIND03215,dormant,1141.9,34
CLTIND03216,dormant,4908.61,15
CLTIND03217,dormant,6602.83,11
CLTIND03218,dormant,6413.15,13
CLTIND03219,dormant,704.99,6
CLTIND03220,dormant,2037.87,4
CLTIND03221,dormant,8972.28,7
CLTIND03222,dormant,3005.1,15
CLTIND03223,dormant,903.39,10
CLTIND03224,dormant,1692.75,26
CLTIND03225,dormant,10058.94,14
CLTIND03227,dormant,4622.36,6
CLTIND03228,dormant,5173.78,6
CLTIND03230,dormant,1177.88,12
CLTIND03231,dormant,11866.94,21
CLTIND03233,dormant,7616.85,9
CLTIND03234,dormant,1273.36,17
CLTIND03235,dormant,9209.02,22
CLTIND03236,dormant,1255.08,12
CLTIND03238,dormant,1208.58,6
CLTIND03239,dormant,4850.71,10
CLTIND03240,dormant,814.96,12
CLTIND03241,dormant,7796.26,9
CLTIND03242,dormant,1953.76,15
CLTIND03243,dormant,3068.18,15
CLTIND03244,dormant,2220.05,20
CLTIND03247,dormant,15455.45,17
CLTIND03248,dormant,6215.44,16
CLTIND03249,dormant,4022.27,9
CLTIND03250,dormant,10507.89,11
CLTIND03251,dormant,1740.72,11
CLTIND03252,dormant,2530.6,9
CLTIND03253,dormant,4764.17,11
CLTIND03254,dormant,14470.42,12
CLTIND03255,dormant,1861.28,3
CLTIND03256,dormant,3211.33,16
CLTIND03257,dormant,209.21,21
CLTIND03258,dormant,23118.07,15
CLTIND03260,dormant,3291.42,13
CLTIND03261,dormant,3135.83,12
CLTIND03262,dormant,493.85,15
CLTIND03263,dormant,1718.96,8
CLTIND03264,dormant,2283.78,10
CLTIND03265,dormant,3410.12,11
CLTIND03266,dormant,4889.08,12
CLTIND03267,dormant,389.77,17
CLTIND03269,dormant,2109.46,11
CLTIND03271,dormant,14108.43,10
CLTIND03272,dormant,67846.34,13
CLTIND03274,dormant,5541.14,10
CLTIND03275,dormant,1196.99,12
CLTIND03276,dormant,5620.07,13
CLTIND03277,dormant,1219.43,8
CLTIND03278,dormant,2429.7,14
CLTIND03279,dormant,2487.35,5
CLTIND03281,dormant,1386.01,12
CLTIND03282,dormant,5577.42,8
CLTIND03283,dormant,6923.4,21
CLTIND03284,dormant,11192.99,3
CLTIND03285,dormant,16293.13,11
CLTIND03287,dormant,13202.94,18
CLTIND03290,dormant,1599.31,12
CLTIND03291,dormant,3470.76,10
CLTIND03292,dormant,5728.7,15
CLTIND03293,dormant,4047.81,11
CLTIND03294,dormant,739.68,12
CLTIND03295,dormant,6955.72,13
CLTIND03296,dormant,16879.52,22
CLTIND03297,dormant,1445.44,7
CLTIND03298,dormant,34939.63,17
CLTIND03299,dormant,5220.66,9
CLTIND03300,dormant,2526.76,6
CLTIND03301,dormant,6607.17,17
CLTIND03302,dormant,4442.05,7
CLTIND03303,dormant,3259.33,13
CLTIND03305,dormant,5822.49,19
CLTIND03306,dormant,213.74,12
CLTIND03308,dormant,3637.63,8
CLTIND03309,dormant,11559.68,11
CLTIND03310,dormant,3040.37,4
CLTIND03311,dormant,1523.37,6
CLTIND03312,dormant,1210.85,7
CLTIND03313,dormant,168.9,8
CLTIND03314,dormant,1494.97,7
CLTIND03315,dormant,2030.22,16
CLTIND03316,dormant,10307.42,5
CLTIND03317,dormant,10728.68,19
CLTIND03318,dormant,8239.93,13
CLTIND03319,dormant,12343.76,19
CLTIND03320,dormant,1981.41,11
CLTIND03321,dormant,3379.1,14
CLTIND03322,dormant,1226.49,10
CLTIND03323,dormant,25948.28,9
CLTIND03324,dormant,6072.07,12
CLTIND03325,dormant,13525.85,8
CLTIND03326,dormant,5050.31,9
CLTIND03327,dormant,2373.82,1
CLTIND03328,dormant,4398.6,7
CLTIND03330,dormant,15080.11,11
CLTIND03331,dormant,6007.41,12
CLTIND03332,dormant,8374.92,10
CLTIND03333,dormant,13664.32,9
CLTIND03334,dormant,4934.62,18
CLTIND03335,dormant,9420.83,14
CLTIND03338,dormant,1297.06,12
CLTIND03339,dormant,3676.3,11
CLTIND03340,dormant,1966.73,8
CLTIND03341,dormant,1957.17,9
CLTIND03342,dormant,6956.45,9
CLTIND03343,dormant,8841.44,11
CLTIND03344,dormant,1772.23,24
CLTIND03345,dormant,7641.9,4
CLTIND03346,dormant,280.41,7
CLTIND03349,dormant,1344.85,10
CLTIND03350,dormant,1597.38,9
CLTIND03351,dormant,1165.06,7
CLTIND03352,dormant,1126.65,7
CLTIND03353,dormant,339.78,10
CLTIND03354,dormant,1151.23,6
CLTIND03355,dormant,2422.94,11
CLTIND03356,dormant,1659.78,14
CLTIND03357,dormant,5588.18,27
CLTIND03360,dormant,1711.75,17
CLTIND03363,dormant,6379.53,19
CLTIND03364,dormant,2537.09,7
CLTIND03366,dormant,2638.83,7
CLTIND03367,dormant,3695.6,12
CLTIND03368,dormant,28770.12,14
CLTIND03369,dormant,4973.01,16
CLTIND03370,dormant,1779.4,4
CLTIND03371,dormant,814.09,17
CLTIND03374,dormant,1218.11,10
CLTIND03375,dormant,527.54,11
CLTIND03376,dormant,36817.89,22
CLTIND03377,dormant,9292.54,12
CLTIND03378,dormant,930.38,13
CLTIND03379,dormant,1439.02,12
CLTIND03380,dormant,4491.63,6
CLTIND03381,dormant,6428.94,10
CLTIND03382,dormant,6553.91,26
CLTIND03383,dormant,4313.01,8
CLTIND03384,dormant,266.34,12
CLTIND03386,dormant,2872.93,15
CLTIND03387,dormant,7815.22,7
CLTIND03388,dormant,833.01,8
CLTIND03389,dormant,3098.5,22
CLTIND03390,dormant,8342.27,15
CLTIND03392,dormant,3454.22,2
CLTIND03393,dormant,9731.87,17
CLTIND03394,dormant,7072.64,8
CLTIND03395,dormant,9187.76,6
CLTIND03396,dormant,286.63,8
CLTIND03397,dormant,4137.25,7
CLTIND03398,dormant,13232.98,11
CLTIND03399,dormant,1628.18,6
CLTIND03402,dormant,3981.2,8
CLTIND03403,dormant,1144.89,4
CLTIND03404,dormant,5366.34,17
CLTIND03405,dormant,7797.51,14
CLTIND03406,dormant,834.93,6
CLTIND03407,dormant,40070.71,13
CLTIND03408,dormant,943.16,10
CLTIND03409,dormant,1571.55,12
CLTIND03410,dormant,4828.07,11
CLTIND03411,dormant,1288.08,12
CLTIND03412,dormant,2458.69,9
CLTIND03413,dormant,10071.3,15
CLTIND03415,dormant,24001.0,16
CLTIND03417,dormant,8533.07,10
CLTIND03418,dormant,985.7,5
CLTIND03419,dormant,4776.12,6
CLTIND03420,dormant,12616.75,13
CLTIND03421,dormant,2005.16,23
CLTIND03422,dormant,2872.58,23
CLTIND03423,dormant,2784.45,12
CLTIND03424,dormant,3667.53,8
CLTIND03425,dormant,5285.07,9
CLTIND03426,dormant,3828.19,8
CLTIND03427,dormant,3081.84,14
CLTIND03428,dormant,1192.42,11
CLTIND03429,dormant,587.9,14
CLTIND03430,dormant,5967.9,7
CLTIND03432,dormant,804.7,11
CLTIND03433,dormant,5930.73,9
CLTIND03434,dormant,9256.22,17
CLTIND03437,dormant,1777.7,14
CLTIND03438,dormant,7530.85,20
CLTIND03440,dormant,28744.96,15
CLTIND03441,dormant,6152.36,15
CLTIND03442,dormant,6382.66,7
CLTIND03443,dormant,9606.21,10
CLTIND03444,dormant,11901.85,18
CLTIND03445,dormant,5452.79,16
CLTIND03447,dormant,25396.54,18
CLTIND03448,dormant,811.96,5
CLTIND03450,dormant,2244.42,15
CLTIND03451,dormant,1651.43,11
CLTIND03453,dormant,759.12,19
CLTIND03454,dormant,2036.41,6
CLTIND03455,dormant,54.47,9
CLTIND03457,dormant,11191.51,24
CLTIND03458,dormant,4496.7,11
CLTIND03459,dormant,5496.34,13
CLTIND03460,dormant,6415.93,18
CLTIND03461,dormant,1821.41,7
CLTIND03462,dormant,8778.47,15
CLTIND03463,dormant,3083.81,7
CLTIND03464,dormant,5259.5,8
CLTIND03466,dormant,3965.02,20
CLTIND03467,dormant,1301.12,6
CLTIND03469,dormant,3617.68,19
CLTIND03470,dormant,4642.48,14
CLTIND03471,dormant,7589.82,6
CLTIND03472,dormant,5643.07,17
CLTIND03473,dormant,1229.03,9
CLTIND03474,dormant,449.73,8
CLTIND03475,dormant,6052.15,12
CLTIND03476,dormant,3270.95,5
CLTIND03477,dormant,10277.39,8
CLTIND03478,dormant,340.56,4
CLTIND03479,dormant,1441.54,15
CLTIND03480,dormant,18375.19,11
CLTIND03481,dormant,554.42,6
CLTIND03482,dormant,2184.12,18
CLTIND03483,dormant,6123.2,28
CLTIND03484,dormant,4677.93,18
CLTIND03485,dormant,6660.39,13
CLTIND03487,dormant,2791.61,2
CLTIND03488,dormant,903.71,6
CLTIND03489,dormant,2813.27,12
CLTIND03490,dormant,10146.89,10
CLTIND03491,dormant,1802.18,20
CLTIND03492,dormant,2122.67,3
CLTIND03493,dormant,4251.78,22
CLTIND03494,dormant,22433.84,17
CLTIND03495,dormant,5669.15,14
CLTIND03496,dormant,4454.38,11
CLTIND03497,dormant,3852.98,18
CLTIND03498,dormant,1951.45,3
CLTIND03499,dormant,19302.33,14
CLTIND03500,dormant,4081.07,10
CLTIND03501,dormant,3187.9,20
CLTIND03502,dormant,5342.21,9
CLTIND03505,dormant,965.77,9
CLTIND03507,dormant,2780.4,12
CLTIND03508,dormant,2222.91,10
CLTIND03509,dormant,3525.69,13
CLTIND03511,dormant,1641.6,13
CLTIND03512,dormant,1951.12,11
CLTIND03513,dormant,4172.54,6
CLTIND03514,dormant,2028.73,20
CLTIND03515,dormant,1398.25,9
CLTIND03516,dormant,11670.11,14
CLTIND03518,dormant,933.14,9
CLTIND03519,dormant,9932.14,10
CLTIND03520,dormant,2371.73,18
CLTIND03521,dormant,4528.12,17
CLTIND03523,dormant,3894.32,5
CLTIND03524,dormant,104.86,10
CLTIND03526,dormant,4640.91,13
CLTIND03527,dormant,4176.29,10
CLTIND03528,dormant,1874.6,5
CLTIND03529,dormant,2209.3,15
CLTIND03530,dormant,3667.39,11
CLTIND03531,dormant,419.32,8
CLTIND03532,dormant,1162.69,3
CLTIND03533,dormant,7474.65,6
CLTIND03534,dormant,8624.05,15
CLTIND03536,dormant,3697.2,18
CLTIND03537,dormant,23339.38,9
CLTIND03538,dormant,28754.51,14
CLTIND03539,dormant,9319.83,2
CLTIND03540,dormant,3537.75,6
CLTIND03541,dormant,38646.51,11
CLTIND03545,dormant,4757.45,8
CLTIND03546,dormant,1718.3,13
CLTIND03547,dormant,4722.44,5
CLTIND03548,dormant,5610.19,10
CLTIND03549,dormant,575.2,15
CLTIND03550,dormant,41137.39,9
CLTIND03551,dormant,22980.79,13
CLTIND03552,dormant,1963.51,13
CLTIND03553,dormant,2806.41,6
CLTIND03555,dormant,6857.52,13
CLTIND03556,dormant,2013.39,20
CLTIND03558,dormant,1444.26,9
CLTIND03559,dormant,1702.73,7
CLTIND03560,dormant,10455.07,15
CLTIND03561,dormant,5640.73,10
CLTIND03562,dormant,2777.52,11
CLTIND03563,dormant,15527.6,19
CLTIND03564,dormant,113.33,9
CLTIND03565,dormant,7201.13,14
CLTIND03568,dormant,22379.39,13
CLTIND03569,dormant,4108.85,14
CLTIND03570,dormant,2079.74,11
CLTIND03571,dormant,1875.25,7
CLTIND03572,dormant,4517.37,7
CLTIND03574,dormant,3692.81,6
CLTIND03575,dormant,8375.02,11
CLTIND03576,dormant,8510.38,10
CLTIND03577,dormant,1320.52,9
CLTIND03579,dormant,1914.78,20
CLTIND03580,dormant,5204.21,18
CLTIND03581,dormant,4388.88,10
CLTIND03582,dormant,1760.85,6
CLTIND03583,dormant,27766.33,10
CLTIND03584,dormant,6643.69,15
CLTIND03585,dormant,1459.07,11
CLTIND03586,dormant,2645.13,6
CLTIND03587,dormant,431.28,8
CLTIND03588,dormant,2314.54,10
CLTIND03590,dormant,6665.52,9
CLTIND03591,dormant,1075.51,7
CLTIND03592,dormant,2286.54,14
CLTIND03593,dormant,1067.4,3
CLTIND03594,dormant,1764.57,19
CLTIND03595,dormant,2479.93,8
CLTIND03596,dormant,2281.72,15
CLTIND03598,dormant,2535.84,6
CLTIND03599,dormant,1753.26,14
CLTIND03600,dormant,2510.62,9
CLTIND03601,dormant,1114.32,8
CLTIND03602,dormant,1599.23,11
CLTIND03603,dormant,5770.23,10
CLTIND03604,dormant,1822.78,5
CLTIND03605,dormant,17515.85,14
CLTIND03606,dormant,2270.53,17
CLTIND03607,dormant,5268.84,13
CLTIND03608,dormant,4441.45,7
CLTIND03610,dormant,21587.28,14
CLTIND03611,dormant,1539.04,15
CLTIND03612,dormant,34583.99,30
CLTIND03613,dormant,6085.01,9
