client_id,segment,avg_monthly_balance,max_monthly_balance,txn_frequency_monthly,avg_txn_amount,days_since_last_txn
CLTIND04631,regular,2735.11,5737.9,11,1896.0942857142857,40
CLTIND04632,dormant,5624.52,7818.54,8,3213.1514285714284,97
CLTIND04633,regular,9569.6,17898.09,9,5289.26,1
CLTIND04634,regular,15028.72,34350.07,9,2907.4,27
CLTIND04635,regular,3036.95,7171.47,12,1923.4899999999998,4
CLTIND04636,regular,1430.07,2436.73,10,4850.525,2
CLTIND04637,dormant,6850.34,9909.17,19,3524.1242857142856,158
CLTIND04639,regular,5368.18,12594.04,14,3226.94,73
CLTIND04641,regular,9027.24,17895.3,11,7101.7,25
CLTIND04642,dormant,1866.98,3970.08,14,5648.1050000000005,182
CLTIND04643,regular,16761.04,40774.68,18,2781.8250000000003,81
CLTIND04644,dormant,2447.66,4135.28,6,4569.18,21
CLTIND04646,regular,2129.1,5286.95,9,2687.0583333333334,11
CLTIND04647,dormant,4067.11,7780.78,8,2214.31,7
CLTIND04648,regular,2196.52,4705.88,13,5209.0075,56
CLTIND04649,regular,3438.56,3859.93,14,3039.981111111111,32
CLTIND04650,regular,1258.75,1559.73,16,2342.99,33
CLTIND04651,regular,2387.02,4556.45,10,5326.545,10
CLTIND04653,dormant,1056.87,1897.86,5,4161.01,4
CLTIND04656,dormant,54149.88,126162.54,8,3373.916923076923,68
CLTIND04657,dormant,914.6,1598.21,6,1903.1266666666663,124
CLTIND04658,regular,808.21,1468.07,9,1352.01,8
CLTIND04659,regular,1897.11,4612.47,11,1223.73,66
CLTIND04660,regular,1429.2,3176.7,9,2637.2,69
CLTIND04662,priority,11054.16,23131.62,13,1868.4000000000003,4
CLTIND04663,dormant,1412.52,2808.56,14,2496.7333333333336,105
CLTIND04664,dormant,2715.13,6255.86,4,6590.01,41
CLTIND04665,priority,21418.83,36643.96,19,2437.0989999999997,6
CLTIND04666,regular,1790.06,2015.94,15,3018.51,89
CLTIND04667,regular,2110.97,3988.6,15,2107.851666666667,47
CLTIND04668,regular,767.06,1336.14,21,3651.54,20
CLTIND04669,dormant,2515.2,3830.84,4,2089.638,99
CLTIND04670,regular,13212.33,25738.1,11,3197.56,40
CLTIND04671,priority,24805.97,53974.54,18,3623.4657142857145,1
CLTIND04672,regular,4151.78,5245.98,14,1367.76,24
CLTIND04673,regular,1347.66,3012.29,18,3216.4379999999996,55
CLTIND04674,dormant,776.87,1616.02,16,1647.4099999999999,177
CLTIND04675,regular,2845.42,4043.4,17,1650.395,30
CLTIND04676,dormant,5712.55,8426.27,5,3066.4249999999997,53
CLTIND04677,regular,4376.57,7927.66,10,1976.2725,89
CLTIND04678,regular,2191.76,2863.8,13,5697.94,22
CLTIND04679,regular,925.78,2263.05,11,2427.31,19
CLTIND04680,priority,8877.37,15262.89,16,4588.505,26
CLTIND04682,regular,1579.03,2652.03,15,5224.675,65
CLTIND04683,dormant,5361.71,9323.54,8,2372.63,74
CLTIND04684,regular,1927.19,2947.79,9,492.27,16
CLTIND04685,regular,1279.93,1597.16,20,2751.166,38
CLTIND04686,regular,1503.87,2869.34,9,3106.9925000000003,14
CLTIND04687,dormant,4753.22,10693.34,1,1774.7944444444445,18
CLTIND04688,dormant,387.91,830.15,8,1343.1966666666667,52
CLTIND04689,regular,1531.28,2503.02,11,4751.022,33
CLTIND04690,regular,44465.43,81870.77,17,2499.620625,44
CLTIND04691,dormant,1036.22,1158.4,8,2754.65,32
CLTIND04692,dormant,347.07,584.16,6,1619.4,26
CLTIND04693,regular,8104.18,10872.58,10,4281.55,48
CLTIND04694,dormant,2534.72,3967.37,8,2036.415,2
CLTIND04695,regular,929.8,1169.82,10,3791.37,32
CLTIND04696,priority,6739.91,16176.76,20,2563.6099999999997,10
CLTIND04697,regular,4531.71,6493.51,20,1641.395,13
CLTIND04698,regular,1290.34,2299.34,13,3933.928,76
CLTIND04699,dormant,1390.67,2624.77,6,2090.585,32
CLTIND04701,regular,2491.18,5238.96,13,5418.015,3
CLTIND04703,priority,9061.93,15307.36,20,3545.2940000000003,18
CLTIND04704,regular,2732.31,4834.82,11,1572.3300000000002,26
CLTIND04705,regular,2146.81,4752.04,9,2068.7966666666666,22
CLTIND04706,dormant,2304.33,4439.95,1,2787.005,40
CLTIND04708,dormant,2040.46,4521.47,6,2672.4880000000003,89
CLTIND04709,regular,719.28,1335.58,15,1144.71,5
CLTIND04710,dormant,1248.31,2527.95,6,3104.986666666666,24
CLTIND04711,regular,4948.5,8820.25,12,3639.5466666666666,45
CLTIND04713,dormant,3699.06,4358.46,18,1077.68,114
CLTIND04714,regular,999.29,1208.5,21,3639.5775000000003,24
CLTIND04715,regular,10996.1,18249.55,9,4112.8099999999995,43
CLTIND04716,regular,2992.43,5218.17,21,3344.224,35
CLTIND04717,regular,5972.27,10089.69,10,737.07,8
CLTIND04719,dormant,784.43,1144.5,7,2624.815,33
CLTIND04720,regular,1239.19,2509.07,18,4242.5085714285715,13
CLTIND04721,dormant,1664.36,3086.59,8,3422.17,3
CLTIND04722,regular,3536.33,5839.72,9,6716.33,56
CLTIND04723,dormant,4142.37,5670.54,5,2414.518181818182,17
CLTIND04724,dormant,3439.37,4780.15,15,1614.005,114
CLTIND04725,dormant,6395.79,11295.53,8,1944.54,5
CLTIND04726,dormant,3019.62,4956.58,9,3232.37,100
CLTIND04727,regular,4212.42,7739.0,13,1617.635,10
CLTIND04728,regular,1610.07,3914.12,17,1930.1899999999998,25
CLTIND04730,dormant,1626.84,3887.98,8,6554.553333333333,6
CLTIND04731,regular,1101.12,2469.91,10,4673.515,13
CLTIND04732,priority,16670.11,29299.42,21,3200.133333333333,6
CLTIND04733,dormant,1926.08,2710.27,2,1376.1533333333334,77
CLTIND04735,priority,11048.43,24185.74,14,2366.6,12
CLTIND04736,regular,9161.41,15572.83,12,4299.963333333333,40
CLTIND04737,regular,806.57,1840.47,11,2514.37,19
CLTIND04738,dormant,145.38,208.41,4,729.72,2
CLTIND04740,dormant,1110.9,2258.1,7,6032.6075,92
CLTIND04741,regular,1716.74,3909.74,9,219.15,38
CLTIND04742,regular,948.75,1206.87,13,2341.476666666667,66
CLTIND04744,regular,4316.04,8208.3,14,5715.485,46
CLTIND04745,regular,2612.39,4813.31,14,4121.94,78
CLTIND04746,dormant,2899.09,6586.78,7,5136.2474999999995,16
CLTIND04749,dormant,1932.56,4764.65,6,2281.425,4
CLTIND04751,dormant,2871.56,5276.91,6,3395.825714285714,97
CLTIND04752,priority,9869.94,16060.51,16,2781.8025000000002,2
CLTIND04754,dormant,199.13,382.22,5,3088.9055555555556,88
CLTIND04755,dormant,49393.68,69095.11,15,4634.755,106
CLTIND04757,regular,376.57,418.55,13,1863.5500000000002,60
CLTIND04758,regular,2682.12,5982.96,11,3747.8366666666666,5
CLTIND04759,regular,4530.69,9367.93,13,1138.05,74
CLTIND04760,regular,18564.27,36922.22,22,979.065,68
CLTIND04761,dormant,1321.57,2502.11,8,2824.6766666666667,21
CLTIND04762,dormant,2040.54,4369.5,8,3109.5033333333336,15
CLTIND04763,regular,4293.94,10006.16,15,1808.91,70
CLTIND04764,dormant,8707.18,14054.8,8,5145.8625,30
CLTIND04765,dormant,1650.95,3648.16,7,594.05,13
CLTIND04767,regular,823.55,943.67,10,2068.972,24
CLTIND04768,dormant,1391.77,1997.59,7,4857.65,61
CLTIND04769,regular,361.51,591.05,11,3675.0699999999997,29
CLTIND04770,regular,1613.42,3999.97,11,4341.2300000000005,25
CLTIND04771,dormant,7645.11,17433.39,5,4372.513333333333,26
CLTIND04772,dormant,6522.65,13073.72,4,2165.2575,2
CLTIND04773,dormant,4452.65,5269.04,7,3703.4049999999997,22
CLTIND04774,regular,1271.58,2119.37,14,2161.55,25
CLTIND04776,regular,519.16,855.11,9,4528.9766666666665,53
CLTIND04777,dormant,516.14,1023.03,8,2319.62,56
CLTIND04778,dormant,3282.26,5075.77,7,3169.0649999999996,52
CLTIND04779,dormant,6441.51,7963.07,8,1365.6599999999999,35
CLTIND04781,regular,2995.36,3335.8,10,4036.432,33
CLTIND04782,regular,2436.2,4982.29,9,743.26,20
CLTIND04783,regular,1663.86,2089.87,12,3071.7966666666666,2
CLTIND04784,regular,1064.75,1538.63,18,2906.983333333333,14
CLTIND04785,dormant,19035.08,30247.22,16,4449.38,131
CLTIND04786,dormant,8324.25,15413.92,8,2461.0975,1
CLTIND04788,dormant,1564.7,3633.08,7,3043.305,2
CLTIND04789,regular,899.74,1987.73,18,3249.0225,29
CLTIND04790,regular,35638.0,74755.72,9,2683.14,33
CLTIND04791,regular,3150.35,7603.17,15,4138.0,14
CLTIND04792,dormant,5413.4,11170.22,5,5121.678888888889,78
CLTIND04793,regular,2202.57,3307.61,14,4590.1,60
CLTIND04794,dormant,45351.1,63803.98,7,3425.75,17
CLTIND04795,regular,3401.9,7421.39,13,2322.955,5
CLTIND04797,regular,1030.41,2366.68,9,1843.446,1
CLTIND04798,dormant,12436.56,23471.99,4,4875.276666666667,13
CLTIND04799,regular,1513.6,1841.47,14,3429.5471428571427,8
CLTIND04800,regular,3687.22,7836.19,11,4571.822,67
CLTIND04801,dormant,3438.19,7569.98,3,2235.46,3
CLTIND04803,regular,3893.13,5666.65,16,2272.45875,3
CLTIND04805,regular,2195.17,4451.68,15,4083.915,21
CLTIND04806,regular,4348.38,6950.54,10,7637.39,39
CLTIND04807,regular,1860.39,3389.78,16,2954.52,10
CLTIND04808,regular,598.86,1231.3,13,2337.234,45
CLTIND04809,dormant,383.15,763.58,6,5379.31,56
CLTIND04810,regular,4290.65,10703.46,11,1929.31,7
CLTIND04811,regular,963.47,1941.01,10,2791.788,27
CLTIND04815,priority,43189.43,56553.46,17,2886.0299999999997,12
CLTIND04816,regular,6469.8,7203.63,13,4457.86,58
CLTIND04817,dormant,1629.85,2951.12,6,1803.6033333333335,70
CLTIND04818,dormant,17812.62,25392.91,3,3304.8540000000003,3
CLTIND04819,priority,6036.62,11025.5,18,2308.64,15
CLTIND04820,regular,3262.14,3925.05,11,1534.42,8
CLTIND04821,regular,1444.61,2156.51,19,2875.536666666667,29
CLTIND04822,dormant,1941.46,4266.57,5,2594.28,68
CLTIND04823,regular,48721.48,102294.01,11,3037.14,33
CLTIND04824,dormant,4206.1,10146.46,10,3628.2363636363634,96
CLTIND04827,dormant,634.73,979.48,5,3518.3054545454547,92
CLTIND04828,regular,6627.57,7305.7,12,1858.0625,5
CLTIND04829,regular,1155.57,2767.49,11,2082.4325000000003,32
CLTIND04830,dormant,1853.95,2866.3,6,3159.846666666667,29
CLTIND04833,priority,21178.38,35340.51,19,1802.3919999999998,9
CLTIND04834,regular,1041.72,1739.99,14,1921.89,11
CLTIND04835,dormant,2310.58,5373.02,3,4987.92,33
CLTIND04836,dormant,278.1,428.05,21,2613.5466666666666,134
CLTIND04837,dormant,3341.32,7033.18,8,1273.9025000000001,22
CLTIND04839,priority,6950.49,14541.75,19,1616.24,1
CLTIND04840,dormant,607.54,855.6,6,3342.5750000000003,40
CLTIND04841,regular,1549.11,2056.45,19,3195.548,69
CLTIND04842,priority,6642.85,14350.74,13,4065.072,29
CLTIND04843,dormant,5848.32,12800.17,6,3522.72625,102
CLTIND04845,dormant,6230.76,14750.77,9,8003.469999999999,148
CLTIND04847,dormant,5198.16,8869.78,6,2326.51625,25
CLTIND04848,regular,4102.9,8764.88,9,3181.82,11
CLTIND04849,dormant,1615.62,3681.97,12,644.4725,102
CLTIND04850,regular,10265.01,12749.37,10,5981.72,10
CLTIND04851,priority,32686.63,37305.16,17,1990.61,6
CLTIND04852,dormant,1151.5,2502.36,7,1903.21,102
CLTIND04854,dormant,2399.17,2990.09,13,2176.636,99
CLTIND04855,dormant,2649.75,5142.55,11,6525.02,181
CLTIND04856,priority,6465.13,11602.7,13,1963.71,2
CLTIND04857,priority,7947.48,10193.96,20,2004.0114285714285,22
CLTIND04858,priority,20028.79,39449.26,19,276.16,28
CLTIND04859,dormant,918.62,1491.46,6,2914.8487499999997,31
CLTIND04860,regular,4233.36,9033.28,18,2355.64,7
CLTIND04861,dormant,15942.3,17635.61,7,2892.0699999999997,58
CLTIND04862,regular,3789.83,7509.88,18,2811.69,6
CLTIND04863,dormant,16733.35,30152.69,21,3402.1633333333334,146
CLTIND04864,regular,1227.44,2810.25,11,3161.0323076923078,14
CLTIND04865,dormant,3456.16,7577.27,7,3449.92,29
CLTIND04866,dormant,480.35,955.88,11,2284.01,138
CLTIND04869,dormant,473.53,916.11,4,2992.0433333333335,20
CLTIND04870,regular,4180.13,5987.05,14,4019.2085714285713,29
CLTIND04871,regular,3488.65,7326.96,17,5340.22,3
CLTIND04872,regular,7726.73,10165.88,16,3723.59,45
CLTIND04873,regular,3032.87,5568.24,12,3854.07,21
CLTIND04874,dormant,2082.37,4283.72,6,3880.18125,25
CLTIND04875,regular,5931.19,8476.25,14,2126.7425,39
CLTIND04876,dormant,1584.31,2083.61,5,2665.35,84
CLTIND04877,regular,1702.98,3962.98,12,4249.319090909091,13
CLTIND04878,dormant,1569.31,3291.6,3,3216.9355555555553,0
CLTIND04879,regular,2076.27,4101.53,13,1940.4299999999998,25
CLTIND04880,regular,778.06,1035.6,12,3213.6042857142857,39
CLTIND04881,regular,1804.37,4003.1,16,3028.54,23
CLTIND04883,dormant,3175.26,4356.11,15,3307.5075,223
CLTIND04884,regular,3767.15,8831.93,19,4290.89,66
CLTIND04885,regular,1969.41,2679.18,9,3645.764,51
CLTIND04887,regular,14655.94,29071.98,10,6520.01,4
CLTIND04888,regular,2534.9,6188.3,11,5645.530000000001,3
CLTIND04889,regular,1413.16,1917.94,14,1224.47,19
CLTIND04891,dormant,4593.48,8605.36,5,3676.43125,163
CLTIND04892,regular,21343.49,32181.75,10,2200.025,26
CLTIND04893,regular,3250.67,3633.65,15,3848.945,11
CLTIND04894,regular,4073.72,5746.47,18,4845.862499999999,12
CLTIND04895,dormant,1542.04,1942.22,4,2636.4,86
CLTIND04896,dormant,4211.35,9156.76,8,1643.2620000000002,67
CLTIND04897,regular,2447.97,4321.5,13,4690.4,13
CLTIND04899,dormant,2618.11,4564.91,4,572.82,36
CLTIND04900,regular,2976.12,7409.74,12,1410.47,14
CLTIND04901,dormant,3997.87,7392.19,7,4310.9,12
CLTIND04902,regular,10569.16,16943.84,22,3170.7,32
CLTIND04903,priority,15538.01,18089.96,13,3915.0099999999998,7
CLTIND04904,regular,4658.28,11035.7,10,2949.7,35
CLTIND04905,regular,13102.35,25318.52,11,2495.43,13
CLTIND04906,dormant,5998.67,7873.13,8,3293.1966666666667,82
CLTIND04908,regular,689.19,943.3,13,1859.845,12
CLTIND04909,dormant,597.56,1269.09,7,4177.6,46
CLTIND04910,regular,27138.94,60834.4,13,2112.1266666666666,31
CLTIND04911,regular,14526.85,23780.38,9,4736.386666666666,4
CLTIND04912,dormant,2543.0,3647.26,8,4003.1242857142856,96
CLTIND04914,priority,7316.58,14988.58,18,1587.688,24
CLTIND04915,regular,5491.3,13277.96,16,2396.6585714285716,38
CLTIND04916,regular,374.69,755.02,12,4235.39,9
CLTIND04917,regular,1915.29,4009.77,9,3165.1725,41
CLTIND04918,regular,16742.9,30630.54,21,955.0,47
CLTIND04919,dormant,6963.91,15070.65,6,5066.17,22
CLTIND04920,regular,1882.46,3361.58,10,1960.62,82
CLTIND04921,regular,1013.87,1215.82,19,3060.605,62
CLTIND04922,regular,7543.47,10726.88,22,2411.3733333333334,43
CLTIND04923,regular,943.2,1290.93,14,2909.238571428571,2
CLTIND04924,regular,7727.1,8506.21,20,3467.178,14
CLTIND04925,dormant,8813.21,17781.04,7,2145.77,29
CLTIND04926,dormant,10483.74,15143.02,7,6275.39,111
CLTIND04928,regular,8145.14,11054.66,12,3085.5166666666664,29
CLTIND04929,regular,3171.47,7666.32,16,4006.16,18
CLTIND04930,regular,6644.12,11367.31,11,2869.263333333334,25
CLTIND04931,regular,512.07,698.79,9,3404.12,64
CLTIND04932,regular,2304.03,3085.96,16,1407.695,23
CLTIND04933,regular,4188.88,9897.33,13,3233.6899999999996,82
CLTIND04935,regular,1289.17,3145.33,12,3385.33,49
CLTIND04936,regular,13601.18,30434.16,10,4101.75,7
CLTIND04937,dormant,2719.31,3435.09,8,1941.82,134
CLTIND04938,dormant,4282.54,5131.5,6,2973.7885714285717,121
CLTIND04939,regular,1036.23,1720.03,11,2114.5133333333333,23
CLTIND04942,regular,1096.06,2663.28,10,1653.0483333333334,67
CLTIND04943,regular,7233.33,17426.1,19,1141.22,82
CLTIND04944,dormant,4130.87,5126.58,6,2162.47,25
CLTIND04946,dormant,2173.91,3867.18,17,2993.88,147
CLTIND04949,regular,1634.14,3537.39,10,2965.396666666667,14
CLTIND04950,dormant,1898.84,3945.85,18,5065.536666666667,117
CLTIND04952,regular,27198.86,57590.47,12,3147.558333333333,26
CLTIND04953,dormant,909.42,1315.42,8,2418.8450000000003,17
CLTIND04954,regular,5178.04,11662.71,9,3574.5370000000003,14
CLTIND04955,priority,7487.63,10246.37,14,3519.59,6
CLTIND04957,dormant,7261.22,9130.63,5,5000.03,0
CLTIND04958,dormant,995.05,2030.84,6,2206.87,41
CLTIND04960,regular,4550.85,6226.21,9,4290.341666666666,29
CLTIND04961,regular,3376.08,5857.45,12,3571.72,86
CLTIND04962,dormant,6146.17,8707.1,5,2500.165,27
CLTIND04963,priority,5120.61,11879.39,15,4197.33,5
CLTIND04964,dormant,2032.39,3325.23,9,2359.1615384615384,115
CLTIND04965,priority,12642.49,29968.2,18,2852.0,26
CLTIND04966,priority,201094.0,475007.8,17,1720.76,23
CLTIND04967,dormant,4307.16,7321.04,16,2586.3266666666664,155
CLTIND04968,dormant,20713.51,29662.44,7,4459.25125,9
CLTIND04969,regular,1116.17,2739.53,15,3206.21,4
CLTIND04970,regular,1466.41,3390.84,18,2877.037894736842,25
CLTIND04971,dormant,6647.23,15120.15,15,3062.0088888888886,212
CLTIND04974,dormant,3761.94,9383.66,3,2047.3266666666666,256
CLTIND04975,priority,18542.83,28352.23,15,2870.816666666667,25
CLTIND04977,regular,1552.92,3330.94,20,4494.393333333333,4
CLTIND04978,dormant,8033.77,15300.17,14,4490.58,145
CLTIND04979,priority,11242.33,17036.02,17,2024.5466666666664,4
CLTIND04980,dormant,21073.79,31160.63,7,2085.915,1
CLTIND04981,priority,12426.74,24524.4,20,2865.8266666666664,15
CLTIND04983,priority,18397.05,44028.6,24,1885.676666666667,17
CLTIND04985,regular,2210.57,5443.0,13,2926.472,22
CLTIND04986,regular,4363.79,9004.97,20,1157.71,15
CLTIND04987,regular,33819.09,42559.97,16,5313.195,38
CLTIND04988,priority,6022.87,13478.2,13,1994.6466666666668,15
CLTIND04989,dormant,858.96,1898.9,4,3669.3933333333334,68
CLTIND04990,dormant,10410.24,16960.31,7,3882.14,14
CLTIND04991,regular,1792.0,2048.18,17,1766.48,2
CLTIND04993,dormant,5157.52,10984.31,6,5397.32,36
CLTIND04996,dormant,1393.66,2880.07,5,3170.6671428571426,0
CLTIND04997,dormant,17663.82,31761.03,8,2432.606923076923,6
CLTIND04998,regular,2650.81,3073.26,11,3093.8266666666664,21
CLTIND04999,dormant,3022.42,4802.02,4,1810.87,40
CLTIND05000,dormant,1520.94,2241.18,24,2393.33,109
CLTIND05001,dormant,14824.12,30157.71,5,3201.3050000000003,23
CLTIND05002,regular,7161.38,9116.53,17,2360.0066666666667,29
CLTIND05003,dormant,1110.88,2536.4,6,2954.46,2
CLTIND05004,dormant,1661.45,2976.84,5,1694.8799999999999,215
CLTIND05005,regular,2237.95,4948.35,20,1768.5675,33
CLTIND05006,dormant,4809.57,10069.88,5,3823.39,17
CLTIND05007,regular,2956.93,4700.03,17,3038.8333333333335,21
CLTIND05008,dormant,6630.34,15302.24,8,1846.518,10
CLTIND05009,dormant,3922.55,8228.07,6,3037.88875,56
CLTIND05010,dormant,6432.17,11445.91,7,4081.1049999999996,105
CLTIND05011,regular,2671.11,6639.52,9,3384.0979999999995,7
CLTIND05012,dormant,7036.86,17288.26,6,3619.415,137
CLTIND05013,regular,3296.37,5347.43,11,5400.9,50
CLTIND05014,dormant,658.37,728.4,7,1838.725,12
CLTIND05015,regular,3439.19,5960.42,14,1342.6399999999999,77
CLTIND05016,dormant,9976.43,14862.97,5,2830.43,25
CLTIND05017,priority,13447.06,32055.33,15,2049.376,9
CLTIND05018,regular,2379.99,5626.76,13,4768.08,7
CLTIND05019,regular,3620.87,4800.98,12,9610.46,80
CLTIND05020,regular,5394.96,6910.18,12,3519.6124999999997,10
CLTIND05021,dormant,3435.25,3898.54,6,3764.23,26
CLTIND05022,dormant,4242.72,9328.24,6,2976.23,28
CLTIND05023,regular,2853.28,3879.33,13,5779.73,76
CLTIND05024,regular,4529.72,10680.54,10,2707.63,9
CLTIND05026,regular,1083.81,1331.91,14,4296.63,14
CLTIND05028,dormant,22909.02,49040.47,7,1716.6783333333333,50
CLTIND05029,regular,4850.61,10010.16,14,3806.99,67
CLTIND05030,priority,38466.73,51253.96,13,2897.59,26
CLTIND05031,regular,3520.55,4914.66,9,3798.53,23
CLTIND05032,regular,4627.29,7070.01,15,1112.56,42
CLTIND05034,priority,22568.24,36583.5,13,1740.0124999999998,28
CLTIND05035,dormant,1432.26,1691.92,1,5024.393333333333,75
CLTIND05036,regular,562.22,1184.37,12,2691.31,27
CLTIND05038,priority,11030.66,22570.23,16,3022.36125,17
CLTIND05039,regular,9347.4,16065.49,22,4021.286666666667,47
CLTIND05040,regular,1705.4,2707.65,11,2899.56,31
CLTIND05041,regular,1612.17,2409.75,9,1403.06,68
CLTIND05042,dormant,1198.12,1453.69,8,2166.627,28
CLTIND05043,dormant,63419.2,104635.27,5,3173.4666666666667,21
CLTIND05044,regular,4249.45,5188.45,9,2610.556666666667,9
CLTIND05045,regular,1179.63,2906.61,9,3788.235,68
CLTIND05046,regular,5582.48,11443.38,22,1632.13,69
CLTIND05047,regular,1118.69,2580.26,11,3242.316666666667,80
CLTIND05048,regular,1644.55,3032.47,14,4036.1975,17
CLTIND05049,regular,1263.88,1691.16,11,5243.67,13
CLTIND05050,dormant,3816.5,9243.56,20,3277.85,115
CLTIND05051,dormant,1440.85,2305.89,18,1411.36,104
CLTIND05053,regular,2769.93,3352.93,11,2769.3927272727274,40
CLTIND05054,regular,3360.9,7128.89,13,4817.875,49
CLTIND05055,regular,2672.5,4415.81,18,3659.82,67
CLTIND05056,regular,2192.77,3646.84,11,3228.44,11
CLTIND05059,regular,8522.26,15825.23,10,3755.1,29
CLTIND05060,regular,9128.0,21069.07,10,3733.6,38
CLTIND05061,regular,6692.68,8602.75,9,3219.693076923077,15
CLTIND05062,regular,1525.0,2303.14,14,3615.146666666667,29
CLTIND05063,regular,32610.21,72929.51,12,3541.3599999999997,18
CLTIND05064,regular,3496.54,6727.52,9,3372.79,69
CLTIND05065,regular,10907.08,13083.22,12,3022.8716666666664,35
CLTIND05066,dormant,2432.31,4070.9,8,3346.3633333333332,27
CLTIND05067,regular,4541.41,8801.13,13,3864.743,8
CLTIND05068,dormant,4268.8,7201.84,7,2896.26,41
CLTIND05069,dormant,2480.53,3784.38,4,4722.86,67
CLTIND05070,dormant,10027.68,17091.88,8,4900.63,174
CLTIND05071,dormant,4120.9,5337.44,3,3249.7775,25
CLTIND05073,dormant,2495.01,3666.77,8,6027.2675,204
CLTIND05074,dormant,2938.24,6393.5,8,7277.04,50
CLTIND05075,priority,14303.78,29140.41,17,5708.17,10
CLTIND05076,regular,5911.36,12022.44,10,3785.9150000000004,10
CLTIND05077,priority,10969.21,13229.5,16,2585.353333333333,16
CLTIND05079,regular,5436.45,12363.31,20,1836.58,37
CLTIND05080,regular,1847.99,2641.69,15,3978.5966666666664,18
CLTIND05081,dormant,6030.43,8559.51,13,3920.6299999999997,117
CLTIND05082,regular,2715.18,4361.39,14,481.19,2
CLTIND05083,regular,2056.3,4784.02,13,3429.19,5
CLTIND05084,dormant,697.83,1265.76,9,2405.306666666667,128
CLTIND05085,dormant,7950.36,15560.58,12,2089.375,90
CLTIND05086,dormant,3525.53,5881.84,5,3269.3650000000002,31
CLTIND05087,dormant,6496.03,12072.11,7,4024.5125,26
CLTIND05088,regular,5554.67,8459.33,9,1837.915,43
CLTIND05090,dormant,511.35,1251.93,7,1741.33,189
CLTIND05091,priority,5278.6,10379.12,21,8534.16,23
CLTIND05092,regular,1741.55,3850.26,17,1930.2455555555555,19
CLTIND05093,regular,1214.71,1840.54,15,2284.725,12
CLTIND05094,dormant,2102.08,4162.64,8,855.805,6
CLTIND05096,regular,2747.06,3771.88,9,2815.766,32
CLTIND05097,dormant,1639.9,2356.85,9,4450.065,170
CLTIND05098,regular,7543.64,13224.43,11,1436.5900000000001,45
CLTIND05099,regular,5411.36,8914.36,21,2581.04,4
CLTIND05100,dormant,3903.17,8458.74,3,3011.2125,92
CLTIND05101,regular,2152.04,3162.39,17,3297.9224999999997,46
CLTIND05102,dormant,9625.28,18226.24,8,3653.3849999999998,15
CLTIND05103,dormant,5327.42,9182.58,7,3023.88,10
CLTIND05104,dormant,1056.08,2456.89,3,3471.20125,53
CLTIND05105,dormant,2546.43,3526.94,10,2910.3806666666665,196
CLTIND05106,dormant,1307.47,2070.66,9,3127.51875,271
CLTIND05108,dormant,4041.7,5956.47,8,2727.0016666666666,37
CLTIND05109,regular,2680.26,3375.74,19,1812.5833333333333,78
CLTIND05110,regular,1418.11,2470.82,16,1983.9566666666667,22
CLTIND05111,regular,2765.29,3296.78,13,3215.29,33
CLTIND05112,dormant,1097.49,1454.32,3,2595.778461538461,24
CLTIND05113,dormant,9541.17,16175.91,5,3095.5699999999997,49
CLTIND05114,dormant,6082.78,7444.11,15,1911.1925,92
CLTIND05115,regular,3069.48,3969.12,11,637.39,19
CLTIND05116,regular,884.75,2105.0,12,2749.8722222222223,10
CLTIND05117,regular,9266.42,19048.35,18,3660.316666666667,57
CLTIND05118,regular,8089.3,8985.91,29,4285.49,50
CLTIND05119,regular,516.41,815.48,9,443.31,83
CLTIND05120,dormant,2257.07,4024.38,7,3719.9233333333336,3
CLTIND05122,regular,2989.95,4908.68,16,157.95,63
CLTIND05124,regular,3596.95,8867.68,18,7596.543333333332,8
CLTIND05125,regular,5855.2,6686.82,31,3858.7475,17
CLTIND05126,regular,1556.8,2029.68,17,3127.954,1
CLTIND05128,dormant,2957.33,3290.84,13,3729.215,360
CLTIND05130,dormant,1222.44,2662.35,5,4198.79,100
CLTIND05131,dormant,2617.72,5939.72,7,1626.36,56
CLTIND05132,dormant,105.8,147.67,1,2732.935,40
CLTIND05133,dormant,7024.01,7933.83,3,6845.43,139
CLTIND05134,dormant,2632.82,5907.36,8,4726.91,96
CLTIND05135,regular,788.55,1620.09,14,2569.3558333333335,38
CLTIND05136,regular,4759.77,7364.77,10,3854.2616666666668,1
CLTIND05138,regular,545.12,899.0,10,2227.92,1
CLTIND05139,regular,2424.22,2739.21,11,2902.6375,16
CLTIND05140,regular,3359.83,6135.19,9,2860.093333333333,35
CLTIND05141,regular,363.57,707.55,10,3653.778333333333,64
CLTIND05142,regular,2129.39,2608.83,9,2087.7125,24
CLTIND05143,regular,3913.69,5174.89,15,3564.0080000000003,9
CLTIND05144,priority,9515.32,16847.96,13,4267.099999999999,14
CLTIND05145,regular,3803.34,4762.29,9,2646.596,61
CLTIND05147,dormant,4205.05,7289.03,3,4371.043333333333,36
CLTIND05148,dormant,6150.66,10500.74,11,1384.9,93
CLTIND05150,regular,1162.11,1518.09,22,2127.27875,23
CLTIND05151,dormant,991.17,2434.4,6,1833.86,79
CLTIND05152,regular,914.06,1858.84,18,2493.3333333333335,12
CLTIND05153,priority,7490.54,18644.59,17,2093.98,2
CLTIND05154,dormant,9792.03,12472.47,5,2697.9049999999997,18
